,project,group,sample,group_idx,type
76,Acrobat,val_10,10_ER_val,1,HE
77,Acrobat,val_10,10_HE_val,0,HE
78,Acrobat,val_67,67_ER_val,1,HE
79,Acrobat,val_67,67_HE_val,0,HE
80,Acrobat,val_51,51_HE_val,0,HE
81,Acrobat,val_51,51_PGR_val,1,HE
82,Acrobat,val_96,96_HE_val,0,HE
83,Acrobat,val_96,96_ER_val,1,HE
84,Acrobat,val_72,72_KI67_val,1,HE
85,Acrobat,val_72,72_HE_val,0,HE
86,Acrobat,val_1,1_HE_val,0,HE
87,Acrobat,val_1,1_PGR_val,1,HE
88,Acrobat,val_47,47_HE_val,0,HE
89,Acrobat,val_47,47_ER_val,1,HE
90,Acrobat,val_52,52_HE_val,0,HE
91,Acrobat,val_52,52_HER2_val,1,HE
92,Acrobat,val_55,55_PGR_val,1,HE
93,Acrobat,val_55,55_HE_val,0,HE
94,Acrobat,val_64,64_HE_val,0,HE
95,Acrobat,val_64,64_KI67_val,1,HE
96,Acrobat,val_53,53_KI67_val,1,HE
97,Acrobat,val_53,53_HE_val,0,HE
98,Acrobat,val_73,73_PGR_val,1,HE
99,Acrobat,val_73,73_HE_val,0,HE
100,Acrobat,val_76,76_PGR_val,1,HE
101,Acrobat,val_76,76_HE_val,0,HE
102,Acrobat,val_8,8_ER_val,1,HE
103,Acrobat,val_8,8_HE_val,0,HE
104,Acrobat,val_26,26_KI67_val,1,HE
105,Acrobat,val_26,26_HE_val,0,HE
106,Acrobat,val_6,6_KI67_val,1,HE
107,Acrobat,val_6,6_HE_val,0,HE
108,Acrobat,val_92,92_KI67_val,1,HE
109,Acrobat,val_92,92_HE_val,0,HE
110,Acrobat,val_61,61_HE_val,0,HE
111,Acrobat,val_61,61_ER_val,1,HE
112,Acrobat,val_68,68_HE_val,0,HE
113,Acrobat,val_68,68_PGR_val,1,HE
114,Acrobat,val_21,21_HE_val,0,HE
115,Acrobat,val_21,21_PGR_val,1,HE
116,Acrobat,val_30,30_HE_val,0,HE
117,Acrobat,val_30,30_KI67_val,1,HE
118,Acrobat,val_54,54_HE_val,0,HE
119,Acrobat,val_54,54_PGR_val,1,HE
120,Acrobat,val_89,89_PGR_val,1,HE
121,Acrobat,val_89,89_HE_val,0,HE
122,Acrobat,val_86,86_HE_val,0,HE
123,Acrobat,val_86,86_KI67_val,1,HE
124,Acrobat,val_95,95_HE_val,0,HE
125,Acrobat,val_95,95_KI67_val,1,HE
126,Acrobat,val_57,57_HE_val,0,HE
127,Acrobat,val_57,57_PGR_val,1,HE
128,Acrobat,val_91,91_HER2_val,1,HE
129,Acrobat,val_91,91_HE_val,0,HE
130,Acrobat,val_98,98_HE_val,0,HE
131,Acrobat,val_98,98_PGR_val,1,HE
132,Acrobat,val_46,46_HE_val,0,HE
133,Acrobat,val_46,46_KI67_val,1,HE
134,Acrobat,val_77,77_HE_val,0,HE
135,Acrobat,val_77,77_HER2_val,1,HE
136,Acrobat,val_19,19_ER_val,1,HE
137,Acrobat,val_19,19_HE_val,0,HE
138,Acrobat,val_58,58_ER_val,1,HE
139,Acrobat,val_58,58_HE_val,0,HE
140,Acrobat,val_12,12_HE_val,0,HE
141,Acrobat,val_12,12_ER_val,1,HE
142,Acrobat,val_83,83_HE_val,0,HE
143,Acrobat,val_83,83_KI67_val,1,HE
144,Acrobat,val_93,93_ER_val,1,HE
145,Acrobat,val_93,93_HE_val,0,HE
146,Acrobat,val_0,0_KI67_val,1,HE
147,Acrobat,val_0,0_HE_val,0,HE
148,Acrobat,val_84,84_PGR_val,1,HE
149,Acrobat,val_84,84_HE_val,0,HE
150,Acrobat,val_85,85_ER_val,1,HE
151,Acrobat,val_85,85_HE_val,0,HE
152,Acrobat,val_38,38_HE_val,0,HE
153,Acrobat,val_38,38_HER2_val,1,HE
154,Acrobat,val_22,22_HE_val,0,HE
155,Acrobat,val_22,22_PGR_val,1,HE
156,Acrobat,val_75,75_HE_val,0,HE
157,Acrobat,val_75,75_ER_val,1,HE
158,Acrobat,val_13,13_HE_val,0,HE
159,Acrobat,val_13,13_KI67_val,1,HE
160,Acrobat,val_28,28_HE_val,0,HE
161,Acrobat,val_28,28_ER_val,1,HE
162,Acrobat,val_62,62_PGR_val,1,HE
163,Acrobat,val_62,62_HE_val,0,HE
164,Acrobat,val_39,39_HER2_val,1,HE
165,Acrobat,val_39,39_HE_val,0,HE
166,Acrobat,val_9,9_HER2_val,1,HE
167,Acrobat,val_9,9_HE_val,0,HE
168,Acrobat,val_40,40_HE_val,0,HE
169,Acrobat,val_40,40_PGR_val,1,HE
170,Acrobat,val_48,48_PGR_val,1,HE
171,Acrobat,val_48,48_HE_val,0,HE
172,Acrobat,val_16,16_KI67_val,1,HE
173,Acrobat,val_16,16_HE_val,0,HE
174,Acrobat,val_15,15_KI67_val,1,HE
175,Acrobat,val_15,15_HE_val,0,HE
176,Acrobat,val_2,2_ER_val,1,HE
177,Acrobat,val_2,2_HE_val,0,HE
178,Acrobat,val_43,43_HER2_val,1,HE
179,Acrobat,val_43,43_HE_val,0,HE
180,Acrobat,val_14,14_ER_val,1,HE
181,Acrobat,val_14,14_HE_val,0,HE
182,Acrobat,val_35,35_PGR_val,1,HE
183,Acrobat,val_35,35_HE_val,0,HE
184,Acrobat,val_20,20_HE_val,0,HE
185,Acrobat,val_20,20_KI67_val,1,HE
186,Acrobat,val_74,74_ER_val,1,HE
187,Acrobat,val_74,74_HE_val,0,HE
188,Acrobat,val_11,11_KI67_val,1,HE
189,Acrobat,val_11,11_HE_val,0,HE
190,Acrobat,val_32,32_HE_val,0,HE
191,Acrobat,val_32,32_ER_val,1,HE
192,Acrobat,val_23,23_HE_val,0,HE
193,Acrobat,val_23,23_HER2_val,1,HE
194,Acrobat,val_87,87_HER2_val,1,HE
195,Acrobat,val_87,87_HE_val,0,HE
196,Acrobat,val_70,70_ER_val,1,HE
197,Acrobat,val_70,70_HE_val,0,HE
198,Acrobat,val_60,60_HE_val,0,HE
199,Acrobat,val_60,60_PGR_val,1,HE
