,project,group,sample,group_idx,type
76,ANHIR,COAD_10,S5,3,HE
77,ANHIR,COAD_10,S6,4,HE
78,ANHIR,COAD_10,S7,5,HE
79,ANHIR,COAD_10,S8,6,HE
80,ANHIR,gastric_7,CD1a,0,HE
81,ANHIR,gastric_7,CD4,1,HE
82,ANHIR,gastric_7,CD68,2,HE
83,ANHIR,gastric_7,CD8,3,HE
84,ANHIR,lung-lobes_1,29-039-U-35W-Izd1-1-HE,0,HE
85,ANHIR,lung-lobes_1,29-039-U-35W-Izd1-2-cd31,1,HE
86,ANHIR,lung-lobes_1,29-039-U-35W-Izd1-3-Pro-SPC,2,HE
87,ANHIR,lung-lobes_1,29-039-U-35W-Izd1-4-cc10,3,HE
88,ANHIR,lung-lobes_1,29-039-U-35W-Izd1-6-ki67,4,HE
89,ANHIR,COAD_09,HE,0,HE
90,ANHIR,COAD_09,S1,1,HE
91,ANHIR,COAD_09,S2,2,HE
92,ANHIR,COAD_09,S3,3,HE
93,ANHIR,COAD_09,S5,4,HE
94,ANHIR,COAD_09,S6,5,HE
95,ANHIR,COAD_09,S7,6,HE
96,ANHIR,COAD_07,HE,0,HE
97,ANHIR,COAD_07,S2,1,HE
98,ANHIR,COAD_07,S5,2,HE
99,ANHIR,COAD_07,S6,3,HE
100,ANHIR,COAD_07,S7,4,HE
101,ANHIR,COAD_19,HE,0,HE
102,ANHIR,COAD_19,S1,1,HE
103,ANHIR,COAD_19,S3,2,HE
104,ANHIR,COAD_19,S4,3,HE
105,ANHIR,COAD_19,S5,4,HE
106,ANHIR,COAD_19,S6,5,HE
107,ANHIR,COAD_19,S7,6,HE
108,ANHIR,COAD_19,S8,7,HE
109,ANHIR,COAD_11,HE,0,HE
110,ANHIR,COAD_11,S1,1,HE
111,ANHIR,COAD_11,S2,2,HE
112,ANHIR,COAD_11,S3,3,HE
113,ANHIR,COAD_11,S5,4,HE
114,ANHIR,COAD_11,S6,5,HE
115,ANHIR,COAD_11,S7,6,HE
116,ANHIR,COAD_15,HE,0,HE
117,ANHIR,COAD_15,S2,1,HE
118,ANHIR,COAD_15,S5,2,HE
119,ANHIR,COAD_15,S6,3,HE
120,ANHIR,lung-lesion_1,29-041-Izd2-w35-Cc10-5-les1,0,HE
121,ANHIR,lung-lesion_1,29-041-Izd2-w35-CD31-3-les1,1,HE
122,ANHIR,lung-lesion_1,29-041-Izd2-w35-He-les1,2,HE
123,ANHIR,lung-lesion_1,29-041-Izd2-w35-Ki67-7-les1,3,HE
124,ANHIR,lung-lesion_1,29-041-Izd2-w35-proSPC-4-les1,4,HE
125,ANHIR,kidney_2,HE,0,HE
126,ANHIR,kidney_2,MAS,1,HE
127,ANHIR,kidney_2,PASM,2,HE
128,ANHIR,kidney_2,PAS,3,HE
129,ANHIR,COAD_04,HE,0,HE
130,ANHIR,COAD_04,S2,1,HE
131,ANHIR,COAD_04,S5,2,HE
132,ANHIR,kidney_1,HE,0,HE
133,ANHIR,kidney_1,MAS,1,HE
134,ANHIR,kidney_1,PASM,2,HE
135,ANHIR,kidney_1,PAS,3,HE
136,ANHIR,breast_5,ER,0,HE
137,ANHIR,breast_5,HE,1,HE
138,ANHIR,breast_5,HER2,2,HE
139,ANHIR,breast_5,PR,3,HE
140,ANHIR,COAD_05,HE,0,HE
141,ANHIR,COAD_05,S2,1,HE
142,ANHIR,COAD_05,S5,2,HE
143,ANHIR,COAD_05,S5-v1,3,HE
144,ANHIR,COAD_05,S6,4,HE
145,ANHIR,COAD_05,S7,5,HE
146,ANHIR,mammary-gland_1,s1_36-CNEU_A4926-4L,0,HE
147,ANHIR,mammary-gland_1,s1_37-HE_A4926-4L,1,HE
148,ANHIR,mammary-gland_1,s1_38-ER-A4962-4L,2,HE
149,ANHIR,mammary-gland_1,s1-39-HE_A4926-4L,3,HE
150,ANHIR,mammary-gland_1,s1_40-PR_A4926-4L,4,HE
151,ANHIR,breast_3,ER,0,HE
152,ANHIR,breast_3,HE,1,HE
153,ANHIR,breast_3,HER2,2,HE
154,ANHIR,breast_3,PR,3,HE
155,ANHIR,breast_1,ER,0,HE
156,ANHIR,breast_1,HE,1,HE
157,ANHIR,breast_1,HER2,2,HE
158,ANHIR,breast_1,PR,3,HE
159,ANHIR,COAD_14,HE,0,HE
160,ANHIR,COAD_14,S3,1,HE
161,ANHIR,COAD_14,S5,2,HE
162,ANHIR,COAD_14,S7,3,HE
163,ANHIR,kidney_5,HE,0,HE
164,ANHIR,kidney_5,MAS,1,HE
165,ANHIR,kidney_5,PASM,2,HE
166,ANHIR,kidney_5,PAS,3,HE
167,ANHIR,mammary-gland_2,s2_61-HE_A4926-4L,0,HE
168,ANHIR,mammary-gland_2,s2_62-ER_A4926-4L,1,HE
169,ANHIR,mammary-gland_2,s2_63-HE_A4926-4L,2,HE
170,ANHIR,mammary-gland_2,s2_64-PR_A4926-4L,3,HE
171,ANHIR,mammary-gland_2,s2_66-CNEU_A4926-4L,4,HE
172,ANHIR,mammary-gland_2,s2_67-HE_A4926-4L,5,HE
173,ANHIR,mammary-gland_2,s2_68-ER-A4962-4L,6,HE
174,ANHIR,mammary-gland_2,s2_70-PR_A4926-4L,7,HE
175,ANHIR,gastric_6,CD1a,0,HE
176,ANHIR,gastric_6,CD4,1,HE
177,ANHIR,gastric_6,CD68,2,HE
178,ANHIR,gastric_6,CD8,3,HE
179,ANHIR,gastric_6,EBV,4,HE
180,ANHIR,COAD_08,HE,0,HE
181,ANHIR,COAD_08,S1,1,HE
182,ANHIR,COAD_08,S3,2,HE
183,ANHIR,COAD_08,S5,3,HE
184,ANHIR,COAD_08,S6,4,HE
185,ANHIR,COAD_08,S7,5,HE
186,ANHIR,gastric_4,CD1a,0,HE
187,ANHIR,gastric_4,CD4,1,HE
188,ANHIR,gastric_4,CD68,2,HE
189,ANHIR,gastric_4,CD8,3,HE
190,ANHIR,COAD_01,HE,0,HE
191,ANHIR,COAD_01,S1,1,HE
192,ANHIR,COAD_01,S3,2,HE
193,ANHIR,COAD_01,S4,3,HE
194,ANHIR,COAD_01,S6,4,HE
195,ANHIR,COAD_01,S7,5,HE
196,ANHIR,mice-kidney_1,1_PAS,0,HE
197,ANHIR,mice-kidney_1,2_aSMA,1,HE
198,ANHIR,mice-kidney_1,3_PAS,2,HE
199,ANHIR,mice-kidney_1,4_aSMA,3,HE
200,ANHIR,mice-kidney_1,5_PAS,4,HE
201,ANHIR,mice-kidney_1,6_CD31,5,HE
202,ANHIR,mice-kidney_1,7_PAS,6,HE
203,ANHIR,mice-kidney_1,8_CD31,7,HE
204,ANHIR,mice-kidney_1,9_PAS,8,HE
205,ANHIR,gastric_8,CD1a,0,HE
206,ANHIR,gastric_8,CD4,1,HE
207,ANHIR,gastric_8,CD8,2,HE
208,ANHIR,gastric_8,EBV,3,HE
209,ANHIR,breast_2,ER,0,HE
210,ANHIR,breast_2,HE,1,HE
211,ANHIR,breast_2,HER2,2,HE
212,ANHIR,breast_2,PR,3,HE
213,ANHIR,gastric_2,CD1a,0,HE
214,ANHIR,gastric_2,CD4,1,HE
215,ANHIR,gastric_2,CD68,2,HE
216,ANHIR,gastric_2,CD8,3,HE
217,ANHIR,kidney_3,HE,0,HE
218,ANHIR,kidney_3,MAS,1,HE
219,ANHIR,kidney_3,PASM,2,HE
220,ANHIR,kidney_3,PAS,3,HE
221,ANHIR,lung-lesion_2,29-041-Izd2-w35-Cc10-5-les2,0,HE
222,ANHIR,lung-lesion_2,29-041-Izd2-w35-CD31-3-les2,1,HE
223,ANHIR,lung-lesion_2,29-041-Izd2-w35-He-les2,2,HE
224,ANHIR,lung-lesion_2,29-041-Izd2-w35-Ki67-7-les2,3,HE
225,ANHIR,lung-lesion_2,29-041-Izd2-w35-proSPC-4-les2,4,HE
226,ANHIR,lung-lobes_4,29-040-U-35W-Izd2-1-HE,0,HE
227,ANHIR,lung-lobes_4,29-040-U-35W-Izd2-2-cd31,1,HE
228,ANHIR,lung-lobes_4,29-040-U-35W-Izd2-3-Pro-SPC,2,HE
229,ANHIR,lung-lobes_4,29-040-U-35W-Izd2-4-cc10,3,HE
230,ANHIR,lung-lobes_4,29-040-U-35W-Izd2-6-ki67,4,HE
231,ANHIR,lung-lobes_2,29-039-U-35W-Izd2-1-HE,0,HE
232,ANHIR,lung-lobes_2,29-039-U-35W-Izd2-2-cd31,1,HE
233,ANHIR,lung-lobes_2,29-039-U-35W-Izd2-3-Pro-SPC,2,HE
234,ANHIR,lung-lobes_2,29-039-U-35W-Izd2-4-cc10,3,HE
235,ANHIR,lung-lobes_2,29-039-U-35W-Izd2-6-ki67,4,HE
236,ANHIR,kidney_4,HE,0,HE
237,ANHIR,kidney_4,MAS,1,HE
238,ANHIR,kidney_4,PASM,2,HE
239,ANHIR,kidney_4,PAS,3,HE
240,ANHIR,COAD_18,HE,0,HE
241,ANHIR,COAD_18,S2,1,HE
242,ANHIR,COAD_18,S5,2,HE
243,ANHIR,COAD_18,S6,3,HE
244,ANHIR,COAD_18,S7,4,HE
