,project,group,sample,group_idx,type
88,ANHIR,COAD_11_120,S1,0,HE
89,ANHIR,COAD_11_120,S2,1,HE
90,ANHIR,COAD_11_121,S1,0,HE
91,ANHIR,COAD_11_121,S5,1,HE
92,ANHIR,COAD_11_122,S1,0,HE
93,ANHIR,COAD_11_122,S6,1,HE
94,ANHIR,COAD_11_123,S2,0,HE
95,ANHIR,COAD_11_123,S5,1,HE
96,ANHIR,COAD_11_124,S2,0,HE
97,ANHIR,COAD_11_124,S6,1,HE
98,ANHIR,COAD_11_129,S5,0,HE
99,ANHIR,COAD_11_129,S6,1,HE
100,ANHIR,COAD_12_138,S1,0,HE
101,ANHIR,COAD_12_138,S2,1,HE
102,ANHIR,COAD_12_139,S1,0,HE
103,ANHIR,COAD_12_139,S5,1,HE
104,ANHIR,COAD_12_140,S1,0,HE
105,ANHIR,COAD_12_140,S6,1,HE
106,ANHIR,COAD_12_141,S2,0,HE
107,ANHIR,COAD_12_141,S5,1,HE
108,ANHIR,COAD_12_142,S2,0,HE
109,ANHIR,COAD_12_142,S6,1,HE
110,ANHIR,COAD_12_147,S5,0,HE
111,ANHIR,COAD_12_147,S6,1,HE
112,ANHIR,COAD_13_155,S2,0,HE
113,ANHIR,COAD_13_155,S5,1,HE
114,ANHIR,COAD_13_156,S2,0,HE
115,ANHIR,COAD_13_156,S7,1,HE
116,ANHIR,COAD_13_157,S5,0,HE
117,ANHIR,COAD_13_157,S7,1,HE
118,ANHIR,COAD_14_163,S3,0,HE
119,ANHIR,COAD_14_163,S5,1,HE
120,ANHIR,COAD_15_168,S2,0,HE
121,ANHIR,COAD_15_168,S5,1,HE
122,ANHIR,COAD_16_173,S5,0,HE
123,ANHIR,COAD_16_173,S6,1,HE
124,ANHIR,COAD_17_180,S1,0,HE
125,ANHIR,COAD_17_180,S2,1,HE
126,ANHIR,COAD_17_181,S1,0,HE
127,ANHIR,COAD_17_181,S5,1,HE
128,ANHIR,COAD_17_182,S1,0,HE
129,ANHIR,COAD_17_182,S6,1,HE
130,ANHIR,COAD_17_183,S2,0,HE
131,ANHIR,COAD_17_183,S5,1,HE
132,ANHIR,COAD_17_184,S2,0,HE
133,ANHIR,COAD_17_184,S6,1,HE
134,ANHIR,COAD_17_189,S5,0,HE
135,ANHIR,COAD_17_189,S6,1,HE
136,ANHIR,COAD_18_197,S2,0,HE
137,ANHIR,COAD_18_197,S5,1,HE
138,ANHIR,COAD_18_198,S2,0,HE
139,ANHIR,COAD_18_198,S7,1,HE
140,ANHIR,COAD_18_199,S5,0,HE
141,ANHIR,COAD_18_199,S7,1,HE
142,ANHIR,COAD_19_208,S1,0,HE
143,ANHIR,COAD_19_208,S3,1,HE
144,ANHIR,COAD_19_209,S1,0,HE
145,ANHIR,COAD_19_209,S5,1,HE
146,ANHIR,COAD_19_210,S1,0,HE
147,ANHIR,COAD_19_210,S6,1,HE
148,ANHIR,COAD_19_211,S1,0,HE
149,ANHIR,COAD_19_211,S8,1,HE
150,ANHIR,COAD_19_212,S3,0,HE
151,ANHIR,COAD_19_212,S5,1,HE
152,ANHIR,COAD_19_213,S3,0,HE
153,ANHIR,COAD_19_213,S6,1,HE
154,ANHIR,COAD_19_214,S3,0,HE
155,ANHIR,COAD_19_214,S8,1,HE
156,ANHIR,COAD_19_220,S5,0,HE
157,ANHIR,COAD_19_220,S6,1,HE
158,ANHIR,COAD_19_221,S5,0,HE
159,ANHIR,COAD_19_221,S8,1,HE
160,ANHIR,COAD_19_222,S6,0,HE
161,ANHIR,COAD_19_222,S8,1,HE
162,ANHIR,COAD_20_231,S2,0,HE
163,ANHIR,COAD_20_231,S5,1,HE
164,ANHIR,COAD_20_232,S2,0,HE
165,ANHIR,COAD_20_232,S7,1,HE
166,ANHIR,COAD_20_233,S5,0,HE
167,ANHIR,COAD_20_233,S7,1,HE
168,ANHIR,breast_1_239,HE,0,HE
169,ANHIR,breast_1_239,HER2,1,HE
170,ANHIR,breast_2_244,HE,0,HE
171,ANHIR,breast_2_244,HER2,1,HE
172,ANHIR,breast_3_249,HE,0,HE
173,ANHIR,breast_3_249,HER2,1,HE
174,ANHIR,breast_4_254,HE,0,HE
175,ANHIR,breast_4_254,HER2,1,HE
176,ANHIR,breast_5_259,HE,0,HE
177,ANHIR,breast_5_259,HER2,1,HE
178,ANHIR,gastric_1_264,CD4,0,HE
179,ANHIR,gastric_1_264,CD68,1,HE
180,ANHIR,gastric_2_269,CD4,0,HE
181,ANHIR,gastric_2_269,CD68,1,HE
182,ANHIR,gastric_3_274,CD4,0,HE
183,ANHIR,gastric_3_274,CD68,1,HE
184,ANHIR,gastric_4_279,CD4,0,HE
185,ANHIR,gastric_4_279,CD68,1,HE
186,ANHIR,gastric_5_285,CD4,0,HE
187,ANHIR,gastric_5_285,CD68,1,HE
188,ANHIR,gastric_5_286,CD4,0,HE
189,ANHIR,gastric_5_286,EBV,1,HE
190,ANHIR,gastric_5_287,CD68,0,HE
191,ANHIR,gastric_5_287,EBV,1,HE
192,ANHIR,gastric_6_294,CD4,0,HE
193,ANHIR,gastric_6_294,CD68,1,HE
194,ANHIR,gastric_6_295,CD4,0,HE
195,ANHIR,gastric_6_295,EBV,1,HE
196,ANHIR,gastric_6_296,CD68,0,HE
197,ANHIR,gastric_6_296,EBV,1,HE
198,ANHIR,gastric_7_302,CD4,0,HE
199,ANHIR,gastric_7_302,CD68,1,HE
200,ANHIR,gastric_8_307,CD4,0,HE
201,ANHIR,gastric_8_307,CD8,1,HE
202,ANHIR,gastric_9_312,CD4,0,HE
203,ANHIR,gastric_9_312,CD68,1,HE
204,ANHIR,kidney_1_317,MAS,0,HE
205,ANHIR,kidney_1_317,PAS,1,HE
206,ANHIR,kidney_2_322,MAS,0,HE
207,ANHIR,kidney_2_322,PAS,1,HE
208,ANHIR,kidney_3_327,MAS,0,HE
209,ANHIR,kidney_3_327,PAS,1,HE
210,ANHIR,kidney_4_332,MAS,0,HE
211,ANHIR,kidney_4_332,PAS,1,HE
212,ANHIR,kidney_5_337,MAS,0,HE
213,ANHIR,kidney_5_337,PAS,1,HE
214,ANHIR,lung-lesion_2_340,29-041-Izd2-w35-CD31-3-les2,0,HE
215,ANHIR,lung-lesion_2_340,29-041-Izd2-w35-Cc10-5-les2,1,HE
216,ANHIR,lung-lesion_2_341,29-041-Izd2-w35-CD31-3-les2,0,HE
217,ANHIR,lung-lesion_2_341,29-041-Izd2-w35-He-les2,1,HE
218,ANHIR,lung-lesion_2_342,29-041-Izd2-w35-CD31-3-les2,0,HE
219,ANHIR,lung-lesion_2_342,29-041-Izd2-w35-Ki67-7-les2,1,HE
220,ANHIR,lung-lesion_2_343,29-041-Izd2-w35-CD31-3-les2,0,HE
221,ANHIR,lung-lesion_2_343,29-041-Izd2-w35-proSPC-4-les2,1,HE
222,ANHIR,lung-lesion_2_344,29-041-Izd2-w35-Cc10-5-les2,0,HE
223,ANHIR,lung-lesion_2_344,29-041-Izd2-w35-He-les2,1,HE
224,ANHIR,lung-lesion_2_345,29-041-Izd2-w35-Cc10-5-les2,0,HE
225,ANHIR,lung-lesion_2_345,29-041-Izd2-w35-Ki67-7-les2,1,HE
226,ANHIR,lung-lesion_2_346,29-041-Izd2-w35-Cc10-5-les2,0,HE
227,ANHIR,lung-lesion_2_346,29-041-Izd2-w35-proSPC-4-les2,1,HE
228,ANHIR,lung-lesion_2_347,29-041-Izd2-w35-He-les2,0,HE
229,ANHIR,lung-lesion_2_347,29-041-Izd2-w35-Ki67-7-les2,1,HE
230,ANHIR,lung-lesion_2_348,29-041-Izd2-w35-He-les2,0,HE
231,ANHIR,lung-lesion_2_348,29-041-Izd2-w35-proSPC-4-les2,1,HE
232,ANHIR,lung-lesion_2_349,29-041-Izd2-w35-Ki67-7-les2,0,HE
233,ANHIR,lung-lesion_2_349,29-041-Izd2-w35-proSPC-4-les2,1,HE
234,ANHIR,lung-lesion_1_350,29-041-Izd2-w35-CD31-3-les1,0,HE
235,ANHIR,lung-lesion_1_350,29-041-Izd2-w35-Cc10-5-les1,1,HE
236,ANHIR,lung-lesion_1_351,29-041-Izd2-w35-CD31-3-les1,0,HE
237,ANHIR,lung-lesion_1_351,29-041-Izd2-w35-He-les1,1,HE
238,ANHIR,lung-lesion_1_352,29-041-Izd2-w35-CD31-3-les1,0,HE
239,ANHIR,lung-lesion_1_352,29-041-Izd2-w35-Ki67-7-les1,1,HE
240,ANHIR,lung-lesion_1_353,29-041-Izd2-w35-CD31-3-les1,0,HE
241,ANHIR,lung-lesion_1_353,29-041-Izd2-w35-proSPC-4-les1,1,HE
242,ANHIR,lung-lesion_1_354,29-041-Izd2-w35-Cc10-5-les1,0,HE
243,ANHIR,lung-lesion_1_354,29-041-Izd2-w35-He-les1,1,HE
244,ANHIR,lung-lesion_1_355,29-041-Izd2-w35-Cc10-5-les1,0,HE
245,ANHIR,lung-lesion_1_355,29-041-Izd2-w35-Ki67-7-les1,1,HE
246,ANHIR,lung-lesion_1_356,29-041-Izd2-w35-Cc10-5-les1,0,HE
247,ANHIR,lung-lesion_1_356,29-041-Izd2-w35-proSPC-4-les1,1,HE
248,ANHIR,lung-lesion_1_357,29-041-Izd2-w35-He-les1,0,HE
249,ANHIR,lung-lesion_1_357,29-041-Izd2-w35-Ki67-7-les1,1,HE
250,ANHIR,lung-lesion_1_358,29-041-Izd2-w35-He-les1,0,HE
251,ANHIR,lung-lesion_1_358,29-041-Izd2-w35-proSPC-4-les1,1,HE
252,ANHIR,lung-lesion_1_359,29-041-Izd2-w35-Ki67-7-les1,0,HE
253,ANHIR,lung-lesion_1_359,29-041-Izd2-w35-proSPC-4-les1,1,HE
254,ANHIR,lung-lesion_3_360,29-041-Izd2-w35-CD31-3-les3,0,HE
255,ANHIR,lung-lesion_3_360,29-041-Izd2-w35-Cc10-5-les3,1,HE
256,ANHIR,lung-lesion_3_361,29-041-Izd2-w35-CD31-3-les3,0,HE
257,ANHIR,lung-lesion_3_361,29-041-Izd2-w35-He-les3,1,HE
258,ANHIR,lung-lesion_3_362,29-041-Izd2-w35-CD31-3-les3,0,HE
259,ANHIR,lung-lesion_3_362,29-041-Izd2-w35-Ki67-7-les3,1,HE
260,ANHIR,lung-lesion_3_363,29-041-Izd2-w35-CD31-3-les3,0,HE
261,ANHIR,lung-lesion_3_363,29-041-Izd2-w35-proSPC-4-les3,1,HE
262,ANHIR,lung-lesion_3_364,29-041-Izd2-w35-Cc10-5-les3,0,HE
263,ANHIR,lung-lesion_3_364,29-041-Izd2-w35-He-les3,1,HE
264,ANHIR,lung-lesion_3_365,29-041-Izd2-w35-Cc10-5-les3,0,HE
265,ANHIR,lung-lesion_3_365,29-041-Izd2-w35-Ki67-7-les3,1,HE
266,ANHIR,lung-lesion_3_366,29-041-Izd2-w35-Cc10-5-les3,0,HE
267,ANHIR,lung-lesion_3_366,29-041-Izd2-w35-proSPC-4-les3,1,HE
268,ANHIR,lung-lesion_3_367,29-041-Izd2-w35-He-les3,0,HE
269,ANHIR,lung-lesion_3_367,29-041-Izd2-w35-Ki67-7-les3,1,HE
270,ANHIR,lung-lesion_3_368,29-041-Izd2-w35-He-les3,0,HE
271,ANHIR,lung-lesion_3_368,29-041-Izd2-w35-proSPC-4-les3,1,HE
272,ANHIR,lung-lesion_3_369,29-041-Izd2-w35-Ki67-7-les3,0,HE
273,ANHIR,lung-lesion_3_369,29-041-Izd2-w35-proSPC-4-les3,1,HE
274,ANHIR,lung-lobes_1_370,29-039-U-35W-Izd1-1-HE,0,HE
275,ANHIR,lung-lobes_1_370,29-039-U-35W-Izd1-2-cd31,1,HE
276,ANHIR,lung-lobes_1_371,29-039-U-35W-Izd1-1-HE,0,HE
277,ANHIR,lung-lobes_1_371,29-039-U-35W-Izd1-3-Pro-SPC,1,HE
278,ANHIR,lung-lobes_1_372,29-039-U-35W-Izd1-1-HE,0,HE
279,ANHIR,lung-lobes_1_372,29-039-U-35W-Izd1-4-cc10,1,HE
280,ANHIR,lung-lobes_1_373,29-039-U-35W-Izd1-1-HE,0,HE
281,ANHIR,lung-lobes_1_373,29-039-U-35W-Izd1-6-ki67,1,HE
282,ANHIR,lung-lobes_1_374,29-039-U-35W-Izd1-2-cd31,0,HE
283,ANHIR,lung-lobes_1_374,29-039-U-35W-Izd1-3-Pro-SPC,1,HE
284,ANHIR,lung-lobes_1_375,29-039-U-35W-Izd1-2-cd31,0,HE
285,ANHIR,lung-lobes_1_375,29-039-U-35W-Izd1-4-cc10,1,HE
286,ANHIR,lung-lobes_1_376,29-039-U-35W-Izd1-2-cd31,0,HE
287,ANHIR,lung-lobes_1_376,29-039-U-35W-Izd1-6-ki67,1,HE
288,ANHIR,lung-lobes_1_377,29-039-U-35W-Izd1-3-Pro-SPC,0,HE
289,ANHIR,lung-lobes_1_377,29-039-U-35W-Izd1-4-cc10,1,HE
290,ANHIR,lung-lobes_1_378,29-039-U-35W-Izd1-3-Pro-SPC,0,HE
291,ANHIR,lung-lobes_1_378,29-039-U-35W-Izd1-6-ki67,1,HE
292,ANHIR,lung-lobes_1_379,29-039-U-35W-Izd1-4-cc10,0,HE
293,ANHIR,lung-lobes_1_379,29-039-U-35W-Izd1-6-ki67,1,HE
294,ANHIR,lung-lobes_2_380,29-039-U-35W-Izd2-1-HE,0,HE
295,ANHIR,lung-lobes_2_380,29-039-U-35W-Izd2-2-cd31,1,HE
296,ANHIR,lung-lobes_2_381,29-039-U-35W-Izd2-1-HE,0,HE
297,ANHIR,lung-lobes_2_381,29-039-U-35W-Izd2-3-Pro-SPC,1,HE
298,ANHIR,lung-lobes_2_382,29-039-U-35W-Izd2-1-HE,0,HE
299,ANHIR,lung-lobes_2_382,29-039-U-35W-Izd2-4-cc10,1,HE
300,ANHIR,lung-lobes_2_383,29-039-U-35W-Izd2-1-HE,0,HE
301,ANHIR,lung-lobes_2_383,29-039-U-35W-Izd2-6-ki67,1,HE
302,ANHIR,lung-lobes_2_384,29-039-U-35W-Izd2-2-cd31,0,HE
303,ANHIR,lung-lobes_2_384,29-039-U-35W-Izd2-3-Pro-SPC,1,HE
304,ANHIR,lung-lobes_2_385,29-039-U-35W-Izd2-2-cd31,0,HE
305,ANHIR,lung-lobes_2_385,29-039-U-35W-Izd2-4-cc10,1,HE
306,ANHIR,lung-lobes_2_386,29-039-U-35W-Izd2-2-cd31,0,HE
307,ANHIR,lung-lobes_2_386,29-039-U-35W-Izd2-6-ki67,1,HE
308,ANHIR,lung-lobes_2_387,29-039-U-35W-Izd2-3-Pro-SPC,0,HE
309,ANHIR,lung-lobes_2_387,29-039-U-35W-Izd2-4-cc10,1,HE
310,ANHIR,lung-lobes_2_388,29-039-U-35W-Izd2-3-Pro-SPC,0,HE
311,ANHIR,lung-lobes_2_388,29-039-U-35W-Izd2-6-ki67,1,HE
312,ANHIR,lung-lobes_2_389,29-039-U-35W-Izd2-4-cc10,0,HE
313,ANHIR,lung-lobes_2_389,29-039-U-35W-Izd2-6-ki67,1,HE
314,ANHIR,lung-lobes_3_390,29-040-U-35W-Izd1-1-HE,0,HE
315,ANHIR,lung-lobes_3_390,29-040-U-35W-Izd1-2-cd31,1,HE
316,ANHIR,lung-lobes_3_391,29-040-U-35W-Izd1-1-HE,0,HE
317,ANHIR,lung-lobes_3_391,29-040-U-35W-Izd1-3-Pro-SPC,1,HE
318,ANHIR,lung-lobes_3_392,29-040-U-35W-Izd1-1-HE,0,HE
319,ANHIR,lung-lobes_3_392,29-040-U-35W-Izd1-4-cc10,1,HE
320,ANHIR,lung-lobes_3_393,29-040-U-35W-Izd1-1-HE,0,HE
321,ANHIR,lung-lobes_3_393,29-040-U-35W-Izd1-6-ki67,1,HE
322,ANHIR,lung-lobes_3_394,29-040-U-35W-Izd1-2-cd31,0,HE
323,ANHIR,lung-lobes_3_394,29-040-U-35W-Izd1-3-Pro-SPC,1,HE
324,ANHIR,lung-lobes_3_395,29-040-U-35W-Izd1-2-cd31,0,HE
325,ANHIR,lung-lobes_3_395,29-040-U-35W-Izd1-4-cc10,1,HE
326,ANHIR,lung-lobes_3_396,29-040-U-35W-Izd1-2-cd31,0,HE
327,ANHIR,lung-lobes_3_396,29-040-U-35W-Izd1-6-ki67,1,HE
328,ANHIR,lung-lobes_3_397,29-040-U-35W-Izd1-3-Pro-SPC,0,HE
329,ANHIR,lung-lobes_3_397,29-040-U-35W-Izd1-4-cc10,1,HE
330,ANHIR,lung-lobes_3_398,29-040-U-35W-Izd1-3-Pro-SPC,0,HE
331,ANHIR,lung-lobes_3_398,29-040-U-35W-Izd1-6-ki67,1,HE
332,ANHIR,lung-lobes_3_399,29-040-U-35W-Izd1-4-cc10,0,HE
333,ANHIR,lung-lobes_3_399,29-040-U-35W-Izd1-6-ki67,1,HE
334,ANHIR,lung-lobes_4_400,29-040-U-35W-Izd2-1-HE,0,HE
335,ANHIR,lung-lobes_4_400,29-040-U-35W-Izd2-2-cd31,1,HE
336,ANHIR,lung-lobes_4_401,29-040-U-35W-Izd2-1-HE,0,HE
337,ANHIR,lung-lobes_4_401,29-040-U-35W-Izd2-3-Pro-SPC,1,HE
338,ANHIR,lung-lobes_4_402,29-040-U-35W-Izd2-1-HE,0,HE
339,ANHIR,lung-lobes_4_402,29-040-U-35W-Izd2-4-cc10,1,HE
340,ANHIR,lung-lobes_4_403,29-040-U-35W-Izd2-1-HE,0,HE
341,ANHIR,lung-lobes_4_403,29-040-U-35W-Izd2-6-ki67,1,HE
342,ANHIR,lung-lobes_4_404,29-040-U-35W-Izd2-2-cd31,0,HE
343,ANHIR,lung-lobes_4_404,29-040-U-35W-Izd2-3-Pro-SPC,1,HE
344,ANHIR,lung-lobes_4_405,29-040-U-35W-Izd2-2-cd31,0,HE
345,ANHIR,lung-lobes_4_405,29-040-U-35W-Izd2-4-cc10,1,HE
346,ANHIR,lung-lobes_4_406,29-040-U-35W-Izd2-2-cd31,0,HE
347,ANHIR,lung-lobes_4_406,29-040-U-35W-Izd2-6-ki67,1,HE
348,ANHIR,lung-lobes_4_407,29-040-U-35W-Izd2-3-Pro-SPC,0,HE
349,ANHIR,lung-lobes_4_407,29-040-U-35W-Izd2-4-cc10,1,HE
350,ANHIR,lung-lobes_4_408,29-040-U-35W-Izd2-3-Pro-SPC,0,HE
351,ANHIR,lung-lobes_4_408,29-040-U-35W-Izd2-6-ki67,1,HE
352,ANHIR,lung-lobes_4_409,29-040-U-35W-Izd2-4-cc10,0,HE
353,ANHIR,lung-lobes_4_409,29-040-U-35W-Izd2-6-ki67,1,HE
354,ANHIR,mammary-gland_1_410,s1-39-HE_A4926-4L,0,HE
355,ANHIR,mammary-gland_1_410,s1_36-CNEU_A4926-4L,1,HE
356,ANHIR,mammary-gland_1_411,s1-39-HE_A4926-4L,0,HE
357,ANHIR,mammary-gland_1_411,s1_37-HE_A4926-4L,1,HE
358,ANHIR,mammary-gland_1_412,s1-39-HE_A4926-4L,0,HE
359,ANHIR,mammary-gland_1_412,s1_38-ER-A4962-4L,1,HE
360,ANHIR,mammary-gland_1_413,s1-39-HE_A4926-4L,0,HE
361,ANHIR,mammary-gland_1_413,s1_40-PR_A4926-4L,1,HE
362,ANHIR,mammary-gland_1_414,s1_36-CNEU_A4926-4L,0,HE
363,ANHIR,mammary-gland_1_414,s1_37-HE_A4926-4L,1,HE
364,ANHIR,mammary-gland_1_415,s1_36-CNEU_A4926-4L,0,HE
365,ANHIR,mammary-gland_1_415,s1_38-ER-A4962-4L,1,HE
366,ANHIR,mammary-gland_1_416,s1_36-CNEU_A4926-4L,0,HE
367,ANHIR,mammary-gland_1_416,s1_40-PR_A4926-4L,1,HE
368,ANHIR,mammary-gland_1_417,s1_37-HE_A4926-4L,0,HE
369,ANHIR,mammary-gland_1_417,s1_38-ER-A4962-4L,1,HE
370,ANHIR,mammary-gland_1_418,s1_37-HE_A4926-4L,0,HE
371,ANHIR,mammary-gland_1_418,s1_40-PR_A4926-4L,1,HE
372,ANHIR,mammary-gland_1_419,s1_38-ER-A4962-4L,0,HE
373,ANHIR,mammary-gland_1_419,s1_40-PR_A4926-4L,1,HE
374,ANHIR,mammary-gland_2_420,s2_61-HE_A4926-4L,0,HE
375,ANHIR,mammary-gland_2_420,s2_62-ER_A4926-4L,1,HE
376,ANHIR,mammary-gland_2_421,s2_61-HE_A4926-4L,0,HE
377,ANHIR,mammary-gland_2_421,s2_63-HE_A4926-4L,1,HE
378,ANHIR,mammary-gland_2_422,s2_61-HE_A4926-4L,0,HE
379,ANHIR,mammary-gland_2_422,s2_64-PR_A4926-4L,1,HE
380,ANHIR,mammary-gland_2_423,s2_61-HE_A4926-4L,0,HE
381,ANHIR,mammary-gland_2_423,s2_66-CNEU_A4926-4L,1,HE
382,ANHIR,mammary-gland_2_424,s2_61-HE_A4926-4L,0,HE
383,ANHIR,mammary-gland_2_424,s2_67-HE_A4926-4L,1,HE
384,ANHIR,mammary-gland_2_425,s2_61-HE_A4926-4L,0,HE
385,ANHIR,mammary-gland_2_425,s2_68-ER-A4962-4L,1,HE
386,ANHIR,mammary-gland_2_426,s2_61-HE_A4926-4L,0,HE
387,ANHIR,mammary-gland_2_426,s2_70-PR_A4926-4L,1,HE
388,ANHIR,mammary-gland_2_427,s2_62-ER_A4926-4L,0,HE
389,ANHIR,mammary-gland_2_427,s2_63-HE_A4926-4L,1,HE
390,ANHIR,mammary-gland_2_428,s2_62-ER_A4926-4L,0,HE
391,ANHIR,mammary-gland_2_428,s2_64-PR_A4926-4L,1,HE
392,ANHIR,mammary-gland_2_429,s2_62-ER_A4926-4L,0,HE
393,ANHIR,mammary-gland_2_429,s2_66-CNEU_A4926-4L,1,HE
394,ANHIR,mammary-gland_2_430,s2_62-ER_A4926-4L,0,HE
395,ANHIR,mammary-gland_2_430,s2_67-HE_A4926-4L,1,HE
396,ANHIR,mammary-gland_2_431,s2_62-ER_A4926-4L,0,HE
397,ANHIR,mammary-gland_2_431,s2_68-ER-A4962-4L,1,HE
398,ANHIR,mammary-gland_2_432,s2_62-ER_A4926-4L,0,HE
399,ANHIR,mammary-gland_2_432,s2_70-PR_A4926-4L,1,HE
400,ANHIR,mammary-gland_2_433,s2_63-HE_A4926-4L,0,HE
401,ANHIR,mammary-gland_2_433,s2_64-PR_A4926-4L,1,HE
402,ANHIR,mammary-gland_2_434,s2_63-HE_A4926-4L,0,HE
403,ANHIR,mammary-gland_2_434,s2_66-CNEU_A4926-4L,1,HE
404,ANHIR,mammary-gland_2_435,s2_63-HE_A4926-4L,0,HE
405,ANHIR,mammary-gland_2_435,s2_67-HE_A4926-4L,1,HE
406,ANHIR,mammary-gland_2_436,s2_63-HE_A4926-4L,0,HE
407,ANHIR,mammary-gland_2_436,s2_68-ER-A4962-4L,1,HE
408,ANHIR,mammary-gland_2_437,s2_63-HE_A4926-4L,0,HE
409,ANHIR,mammary-gland_2_437,s2_70-PR_A4926-4L,1,HE
410,ANHIR,mammary-gland_2_438,s2_64-PR_A4926-4L,0,HE
411,ANHIR,mammary-gland_2_438,s2_66-CNEU_A4926-4L,1,HE
412,ANHIR,mammary-gland_2_439,s2_64-PR_A4926-4L,0,HE
413,ANHIR,mammary-gland_2_439,s2_67-HE_A4926-4L,1,HE
414,ANHIR,mammary-gland_2_440,s2_64-PR_A4926-4L,0,HE
415,ANHIR,mammary-gland_2_440,s2_68-ER-A4962-4L,1,HE
416,ANHIR,mammary-gland_2_441,s2_64-PR_A4926-4L,0,HE
417,ANHIR,mammary-gland_2_441,s2_70-PR_A4926-4L,1,HE
